mode,mesh,nodes,region,variables,component,quantity,L1,L2,Linf
efficient,20,4752,boundary,conservative,rhow,dz,1.139018405729177e-16,1.6428613550831055e-16,8.79657268250747e-16
efficient,20,4752,boundary,conservative,rhow,gradient,1.9714077917338494e-16,2.4459806855649634e-16,1.3588106815085061e-15
efficient,20,4752,boundary,conservative,rhow,mean,3.029757319412129e-17,3.855405898536643e-17,1.7751100069018921e-16
efficient,20,4752,boundary,conservative,rhow,value,2.96104566323838e-17,3.9088810660966057e-17,2.2754693095039524e-16
efficient,20,4752,boundary,primitive,p,dx,8.174831302149403e-16,1.4873592064333543e-15,1.1475933771041874e-14
efficient,20,4752,boundary,primitive,p,dy,8.37909040970226e-16,1.5124585707699977e-15,9.986519718677622e-15
efficient,20,4752,boundary,primitive,p,dz,1.363887960956618e-15,1.942962226464035e-15,9.493506309310625e-15
efficient,20,4752,boundary,primitive,p,gradient,2.3576211962458173e-15,2.876607472479303e-15,1.3953827263702222e-14
efficient,20,4752,boundary,primitive,p,value,6.45859680318259e-16,8.168692408559138e-16,3.1628345775747135e-15
efficient,20,4752,boundary,primitive,rho,dx,6.461910837627758e-16,1.1985090241724685e-15,9.101951776915168e-15
efficient,20,4752,boundary,primitive,rho,dy,6.631447500064458e-16,1.2064125194422325e-15,7.717893164838063e-15
efficient,20,4752,boundary,primitive,rho,dz,1.2556985730343767e-15,1.825104644690653e-15,9.50950337355247e-15
efficient,20,4752,boundary,primitive,rho,gradient,1.9974406304846855e-15,2.4945664978431e-15,1.1879866392759017e-14
efficient,20,4752,boundary,primitive,rho,value,2.9646027018289226e-16,3.954109691905272e-16,2.297424403496784e-15
efficient,20,4752,boundary,primitive,u,dx,1.4487811350767324e-16,2.5701863153125705e-16,1.4919640450519614e-15
efficient,20,4752,boundary,primitive,u,dy,1.4090164422076067e-16,2.420223634863705e-16,1.2483622398610714e-15
efficient,20,4752,boundary,primitive,u,dz,2.52269503101485e-16,3.651475746978033e-16,1.7002319767272568e-15
efficient,20,4752,boundary,primitive,u,gradient,4.2006796840857554e-16,5.079036844613521e-16,2.037177785602247e-15
efficient,20,4752,boundary,primitive,u,value,6.406225675682684e-17,8.194503265252357e-17,3.1531309681309683e-16
efficient,20,4752,boundary,primitive,v,dx,7.996008516838938e-17,1.419923406476948e-16,1.0047160713195689e-15
efficient,20,4752,boundary,primitive,v,dy,8.369622258297839e-17,1.5128786588730587e-16,1.1493284182175195e-15
efficient,20,4752,boundary,primitive,v,dz,1.557454303603305e-16,2.2247682347361464e-16,1.0849708548851377e-15
efficient,20,4752,boundary,primitive,v,gradient,2.5095123141656984e-16,3.0421337930843266e-16,1.3853165698664246e-15
efficient,20,4752,boundary,primitive,v,value,3.855703022966352e-17,4.941218218321352e-17,2.428477341095969e-16
efficient,20,4752,boundary,primitive,w,dx,4.688508701054048e-17,8.437125461181188e-17,6.672874736492543e-16
efficient,20,4752,boundary,primitive,w,dy,4.878709737535216e-17,8.775648025484907e-17,7.0099642033466e-16
efficient,20,4752,boundary,primitive,w,dz,8.088340384064151e-17,1.1821492529564717e-16,7.062649652665818e-16
efficient,20,4752,boundary,primitive,w,gradient,1.369910402029492e-16,1.6968935439250852e-16,9.974091701730054e-16
efficient,20,4752,boundary,primitive,w,value,2.115059812194767e-17,2.7423887431928545e-17,1.2813914426063056e-16
efficient,20,4752,interior,conservative,rho,dx,1.7489080874556374e-16,2.3756025307048114e-16,2.0407225985018956e-15
efficient,20,4752,interior,conservative,rho,dy,2.0327941543206772e-16,2.741541982915484e-16,1.952578444186482e-15
efficient,20,4752,interior,conservative,rho,dz,2.4196547585299997e-16,3.2300357658759423e-16,1.614172688132391e-15
efficient,20,4752,interior,conservative,rho,gradient,4.1969440372799617e-16,4.857228723955366e-16,2.05372107486024e-15
efficient,20,4752,interior,conservative,rho,mean,4.113267585717613e-16,5.33454613574997e-16,2.2369259222720927e-15
efficient,20,4752,interior,conservative,rho,value,1.6836432747797118e-16,2.23735971742269e-16,1.8602740875506285e-15
efficient,20,4752,interior,conservative,rhoE,dx,6.269370959510206e-16,7.992647155734392e-16,4.075651491644572e-15
efficient,20,4752,interior,conservative,rhoE,dy,6.864074258610853e-16,8.99144154129529e-16,4.039235851176215e-15
efficient,20,4752,interior,conservative,rhoE,dz,6.790929981400512e-16,8.836725108765991e-16,3.971825581101929e-15
efficient,20,4752,interior,conservative,rhoE,gradient,1.3407054932483295e-15,1.4927027172029091e-15,4.454516942396541e-15
efficient,20,4752,interior,conservative,rhoE,mean,1.2567921646798454e-15,1.5582105204297928e-15,5.343815667746554e-15
efficient,20,4752,interior,conservative,rhoE,value,1.3406303468769154e-15,1.6826485470297915e-15,6.130512764102036e-15
efficient,20,4752,interior,conservative,rhou,dx,6.366107604138295e-17,8.546930449943875e-17,4.987169057173342e-16
efficient,20,4752,interior,conservative,rhou,dy,6.040928254278981e-17,8.025365706023084e-17,6.27503183149667e-16
efficient,20,4752,interior,conservative,rhou,dz,7.11515447448775e-17,9.605616322436811e-17,5.6868860342411745e-16
efficient,20,4752,interior,conservative,rhou,gradient,1.329628880610443e-16,1.5156661234106066e-16,6.566588844805667e-16
efficient,20,4752,interior,conservative,rhou,mean,1.280980538490161e-16,1.6095852248389417e-16,6.150678924510267e-16
efficient,20,4752,interior,conservative,rhou,value,5.74563338122773e-17,7.221168687724712e-17,3.347474207548995e-16
efficient,20,4752,interior,conservative,rhov,dx,3.9210127797647865e-17,5.1415257152843667e-17,3.272035335684159e-16
efficient,20,4752,interior,conservative,rhov,dy,3.3725134853647674e-17,4.4240030633854026e-17,2.409364042641176e-16
efficient,20,4752,interior,conservative,rhov,dz,3.930913507112318e-17,5.0598322229556873e-17,2.393359355102806e-16
efficient,20,4752,interior,conservative,rhov,gradient,7.566750129307804e-17,8.462209635209625e-17,3.454278341128732e-16
efficient,20,4752,interior,conservative,rhov,mean,6.409154481162328e-17,8.038269737460518e-17,2.8918382445619617e-16
efficient,20,4752,interior,conservative,rhov,value,2.9167860666891526e-17,3.6698842404876184e-17,1.390218235669538e-16
efficient,20,4752,interior,conservative,rhow,dx,2.2049287383908605e-17,2.8322318554791154e-17,1.9188652623363398e-16
efficient,20,4752,interior,conservative,rhow,dy,2.1521428925547727e-17,2.945256221866556e-17,1.9813201779109516e-16
efficient,20,4752,interior,conservative,rhow,dz,2.319060509357792e-17,3.1226121415953636e-17,1.485060514773602e-16
efficient,20,4752,interior,conservative,rhow,gradient,4.5199988520155424e-17,5.142643102770512e-17,2.015424830027227e-16
efficient,20,4752,interior,conservative,rhow,mean,3.2254172388004666e-17,4.016315972796571e-17,1.596216648441784e-16
efficient,20,4752,interior,conservative,rhow,value,1.5691473297460428e-17,1.9857862303758478e-17,1.5485117528524217e-16
efficient,20,4752,interior,primitive,p,dx,2.514038900121448e-16,3.205303282767981e-16,1.6069214508291838e-15
efficient,20,4752,interior,primitive,p,dy,2.7564093050337624e-16,3.6105618478037046e-16,1.6584147012751408e-15
efficient,20,4752,interior,primitive,p,dz,2.7232853044994585e-16,3.5417281008837996e-16,1.5899096411165284e-15
efficient,20,4752,interior,primitive,p,gradient,5.377781833188397e-16,5.987817960820859e-16,1.7683724464660374e-15
efficient,20,4752,interior,primitive,p,value,5.485573571988519e-16,6.89012265548191e-16,2.3981467853206873e-15
efficient,20,4752,interior,primitive,rho,dx,1.7489080874556374e-16,2.3756025307048114e-16,2.0407225985018956e-15
efficient,20,4752,interior,primitive,rho,dy,2.0327941543206772e-16,2.741541982915484e-16,1.952578444186482e-15
efficient,20,4752,interior,primitive,rho,dz,2.4196547585299997e-16,3.2300357658759423e-16,1.614172688132391e-15
efficient,20,4752,interior,primitive,rho,gradient,4.1969440372799617e-16,4.857228723955366e-16,2.05372107486024e-15
efficient,20,4752,interior,primitive,rho,value,1.6836432747797118e-16,2.23735971742269e-16,1.8602740875506285e-15
efficient,20,4752,interior,primitive,u,dx,4.106468234550178e-17,5.542218517165591e-17,3.08009131708923e-16
efficient,20,4752,interior,primitive,u,dy,4.224468743539027e-17,5.504546835009707e-17,3.6284837405477135e-16
efficient,20,4752,interior,primitive,u,dz,4.9933091639994506e-17,6.599199779985133e-17,3.5077201356752997e-16
efficient,20,4752,interior,primitive,u,gradient,9.021774911050804e-17,1.0225735166088759e-16,3.6895367032477753e-16
efficient,20,4752,interior,primitive,u,value,3.9040676253945226e-17,4.9584761494309214e-17,3.294890402183448e-16
efficient,20,4752,interior,primitive,v,dx,2.6002582195208e-17,3.3834411823954426e-17,2.5372559591603267e-16
efficient,20,4752,interior,primitive,v,dy,2.6199280702680264e-17,3.4584501874133506e-17,2.50988567765658e-16
efficient,20,4752,interior,primitive,v,dz,3.0282947030382464e-17,3.947377340258184e-17,2.4840172914474337e-16
efficient,20,4752,interior,primitive,v,gradient,5.560338003854785e-17,6.244224515496919e-17,2.775022092214364e-16
efficient,20,4752,interior,primitive,v,value,2.2532799233215143e-17,2.873291486137284e-17,1.7265919596831658e-16
efficient,20,4752,interior,primitive,w,dx,1.4027895071816717e-17,1.8653135692886687e-17,1.3415763098822758e-16
efficient,20,4752,interior,primitive,w,dy,1.4675195338239978e-17,1.952118143660117e-17,9.600387891210488e-17
efficient,20,4752,interior,primitive,w,dz,1.6695631424617094e-17,2.185282129512309e-17,1.1091621158587205e-16
efficient,20,4752,interior,primitive,w,gradient,3.0676447726314905e-17,3.4735598374211596e-17,1.3750688777024776e-16
efficient,20,4752,interior,primitive,w,value,1.1417775731102286e-17,1.4715854448352955e-17,9.278060091044704e-17
efficient,40,33694,all,conservative,rho,dx,4.598018301761989e-16,8.265945518564811e-16,2.3121627767790087e-14
efficient,40,33694,all,conservative,rho,dy,5.012709645151244e-16,1.0182058898229465e-15,2.154128578732927e-14
efficient,40,33694,all,conservative,rho,dz,6.0273997665252e-16,1.2453545750296876e-15,2.0220661896188513e-14
efficient,40,33694,all,conservative,rho,gradient,1.112683212260207e-15,1.8085656761025654e-15,2.6368668180370382e-14
efficient,40,33694,all,conservative,rho,mean,4.1106842189250766e-16,5.338941971957595e-16,2.5654391805352006e-15
efficient,40,33694,all,conservative,rho,value,1.7331960261054838e-16,2.3390341955032433e-16,2.048057903825118e-15
efficient,40,33694,all,conservative,rhoE,dx,1.3832505544703042e-15,2.669334937671713e-15,5.157581741771039e-14
efficient,40,33694,all,conservative,rhoE,dy,1.3148474565251357e-15,2.5455867748094512e-15,5.27606861737244e-14
efficient,40,33694,all,conservative,rhoE,dz,1.810400321517815e-15,3.4806878450649116e-15,5.82008908027367e-14
efficient,40,33694,all,conservative,rhoE,gradient,3.2060739166660684e-15,5.071543050427777e-15,6.845749277060063e-14
efficient,40,33694,all,conservative,rhoE,mean,1.2324774284481847e-15,1.5409367045561351e-15,6.008214759045671e-15
efficient,40,33694,all,conservative,rhoE,value,1.3445418122791276e-15,1.7069424633531531e-15,8.428154008033317e-15
efficient,40,33694,all,conservative,rhou,dx,1.4874331088994322e-16,2.794911497215344e-16,4.7960671481466616e-15
efficient,40,33694,all,conservative,rhou,dy,1.3701500858984922e-16,2.577920270838241e-16,5.9955846507691625e-15
efficient,40,33694,all,conservative,rhou,dz,1.8209481604159864e-16,3.5683127954652325e-16,6.178390877929112e-15
efficient,40,33694,all,conservative,rhou,gradient,3.3315312191713975e-16,5.214408826161036e-16,7.673049187960574e-15
efficient,40,33694,all,conservative,rhou,mean,1.2851470841795603e-16,1.613898101389843e-16,7.013703853808728e-16
efficient,40,33694,all,conservative,rhou,value,6.053635932601891e-17,7.788703496733133e-17,6.2005522244446e-16
efficient,40,33694,all,conservative,rhov,dx,7.506544687743445e-17,1.366700418319482e-16,2.726334147657339e-15
efficient,40,33694,all,conservative,rhov,dy,7.78858911274717e-17,1.3885072920073655e-16,2.813520731225882e-15
efficient,40,33694,all,conservative,rhov,dz,9.742550276260101e-17,1.8405477562561192e-16,2.3262319940329027e-15
efficient,40,33694,all,conservative,rhov,gradient,1.7731037516335275e-16,2.680193757259297e-16,3.062428926958468e-15
efficient,40,33694,all,conservative,rhov,mean,6.330836265946922e-17,7.919970099137313e-17,3.0547396209779087e-16
efficient,40,33694,all,conservative,rhov,value,3.097279511232915e-17,3.987021625868813e-17,3.6586402310523347e-16
efficient,40,33694,all,conservative,rhow,dx,4.660094850967592e-17,8.777769838055742e-17,2.8338253815209883e-15
efficient,40,33694,all,conservative,rhow,dy,5.5028050184086366e-17,1.1656965237889482e-16,2.39397514805546e-15
efficient,40,33694,all,conservative,rhow,dz,5.852587927124216e-17,1.157779311801663e-16,2.522802083069261e-15
efficient,40,33694,all,conservative,rhow,gradient,1.1447058216835864e-16,1.8627382407918672e-16,2.9467228944748586e-15
efficient,40,33694,all,conservative,rhow,mean,3.2265296428083884e-17,4.0511433704266164e-17,2.2562247209423347e-16
efficient,40,33694,all,conservative,rhow,value,1.6430154923698125e-17,2.1748794370665527e-17,2.4822808739055624e-16
efficient,40,33694,all,primitive,p,dx,5.546078677567682e-16,1.0705645380740893e-15,2.0827440830096828e-14
efficient,40,33694,all,primitive,p,dy,5.273464402156665e-16,1.0222595311742659e-15,2.099368195154468e-14
efficient,40,33694,all,primitive,p,dz,7.246832180807134e-16,1.3938697315273688e-15,2.296656483426803e-14
efficient,40,33694,all,primitive,p,gradient,1.2849913156009593e-15,2.0332230098360074e-15,2.689703272306159e-14
efficient,40,33694,all,primitive,p,value,5.491648454852655e-16,6.961196624268526e-16,3.4878783888858678e-15
efficient,40,33694,all,primitive,rho,dx,4.598018301761989e-16,8.265945518564811e-16,2.3121627767790087e-14
efficient,40,33694,all,primitive,rho,dy,5.012709645151244e-16,1.0182058898229465e-15,2.154128578732927e-14
efficient,40,33694,all,primitive,rho,dz,6.0273997665252e-16,1.2453545750296876e-15,2.0220661896188513e-14
efficient,40,33694,all,primitive,rho,gradient,1.112683212260207e-15,1.8085656761025654e-15,2.6368668180370382e-14
efficient,40,33694,all,primitive,rho,value,1.7331960261054838e-16,2.3390341955032433e-16,2.048057903825118e-15
efficient,40,33694,all,primitive,u,dx,1.0211515251863964e-16,1.872662155539521e-16,3.701140109180819e-15
efficient,40,33694,all,primitive,u,dy,1.0242607163318471e-16,1.9623941772286547e-16,3.957304895287148e-15
efficient,40,33694,all,primitive,u,dz,1.2601524901337506e-16,2.475807993984877e-16,3.97771351887653e-15
efficient,40,33694,all,primitive,u,gradient,2.352895958682185e-16,3.672530419028586e-16,4.908498023631054e-15
efficient,40,33694,all,primitive,u,value,4.1009885344369157e-17,5.307307849853989e-17,4.0362136376204116e-16
efficient,40,33694,all,primitive,v,dx,5.798112865388701e-17,1.0038768925784766e-16,2.671142539605433e-15
efficient,40,33694,all,primitive,v,dy,6.244328864717109e-17,1.2011888385964804e-16,2.4170011034518575e-15
efficient,40,33694,all,primitive,v,dz,7.661209029005435e-17,1.5243967458155561e-16,2.3801134538736432e-15
efficient,40,33694,all,primitive,v,gradient,1.3999482403757057e-16,2.1850420774151798e-16,2.8740595459553197e-15
efficient,40,33694,all,primitive,v,value,2.3478965833898795e-17,3.0517445014763266e-17,2.4539560921493786e-16
efficient,40,33694,all,primitive,w,dx,3.235571671069891e-17,5.874366479810648e-17,1.7174773028355583e-15
efficient,40,33694,all,primitive,w,dy,3.588861890250973e-17,7.149206652513313e-17,1.8637371817554777e-15
efficient,40,33694,all,primitive,w,dz,4.134597572052933e-17,8.158756926412764e-17,1.7759676277609871e-15
efficient,40,33694,all,primitive,w,gradient,7.788557049613828e-17,1.2336314355744655e-16,2.156267242268347e-15
efficient,40,33694,all,primitive,w,value,1.2090015722043106e-17,1.5914841565370563e-17,1.9041978280634475e-16
efficient,40,33694,boundary,conservative,rho,dx,1.1740607809426086e-15,2.1072277396710558e-15,2.3121627767790087e-14
efficient,40,33694,boundary,conservative,rho,dy,1.3829490072016342e-15,2.739528035071421e-15,2.154128578732927e-14
efficient,40,33694,boundary,conservative,rho,dz,2.358417537070277e-15,3.5370046158580945e-15,2.0220661896188513e-14
efficient,40,33694,boundary,conservative,rho,gradient,3.899886838913333e-15,4.945283030766078e-15,2.6368668180370382e-14
efficient,40,33694,boundary,conservative,rho,mean,3.51832159832721e-16,4.55980515218439e-16,1.6753091969246015e-15
efficient,40,33694,boundary,conservative,rho,value,2.9748868722912204e-16,3.958349045936747e-16,2.048057903825118e-15
efficient,40,33694,boundary,conservative,rhoE,dx,3.943602285848314e-15,7.243490356888152e-15,5.157581741771039e-14
efficient,40,33694,boundary,conservative,rhoE,dy,3.721435874213894e-15,6.8642721514491535e-15,5.27606861737244e-14
efficient,40,33694,boundary,conservative,rhoE,dz,6.887025703209987e-15,9.801208253752089e-15,5.82008908027367e-14
efficient,40,33694,boundary,conservative,rhoE,gradient,1.1527096562464288e-14,1.3987496843714036e-14,6.845749277060063e-14
efficient,40,33694,boundary,conservative,rhoE,mean,1.1514280180873823e-15,1.4283314007707885e-15,4.967814354328581e-15
efficient,40,33694,boundary,conservative,rhoE,value,1.6526088808858337e-15,2.0662539549895374e-15,8.428154008033317e-15
efficient,40,33694,boundary,conservative,rhou,dx,4.14190903846535e-16,7.422880946840112e-16,4.7960671481466616e-15
efficient,40,33694,boundary,conservative,rhou,dy,3.782786068618011e-16,6.820659106945834e-16,5.9955846507691625e-15
efficient,40,33694,boundary,conservative,rhou,dz,7.012802004599761e-16,1.0081820414079508e-15,6.178390877929112e-15
efficient,40,33694,boundary,conservative,rhou,gradient,1.1756892458162745e-15,1.4257056325408674e-15,7.673049187960574e-15
efficient,40,33694,boundary,conservative,rhou,mean,1.0919301518090212e-16,1.368000176649318e-16,5.06810305528349e-16
efficient,40,33694,boundary,conservative,rhou,value,9.640552904369278e-17,1.2303309936425925e-16,6.2005522244446e-16
efficient,40,33694,boundary,conservative,rhov,dx,1.9764028186479277e-16,3.5668911077983145e-16,2.726334147657339e-15
efficient,40,33694,boundary,conservative,rhov,dy,1.970380909384603e-16,3.594486361597435e-16,2.813520731225882e-15
efficient,40,33694,boundary,conservative,rhov,dz,3.5920374292534376e-16,5.142561555994097e-16,2.3262319940329027e-15
efficient,40,33694,boundary,conservative,rhov,gradient,5.97332900790025e-16,7.217269825618901e-16,3.062428926958468e-15
efficient,40,33694,boundary,conservative,rhov,mean,5.50201222704741e-17,6.877055722701427e-17,2.657921625848214e-16
efficient,40,33694,boundary,conservative,rhov,value,4.861687186190754e-17,6.242738243130663e-17,3.6586402310523347e-16
efficient,40,33694,boundary,conservative,rhow,dx,1.2318475503699999e-16,2.3165589962870817e-16,2.8338253815209883e-15
efficient,40,33694,boundary,conservative,rhow,dy,1.5741448354031975e-16,3.179454943855719e-16,2.39397514805546e-15
efficient,40,33694,boundary,conservative,rhow,dz,2.2112409392172827e-16,3.2723471326991363e-16,2.522802083069261e-15
efficient,40,33694,boundary,conservative,rhow,gradient,4.0105346559298127e-16,5.116994731301904e-16,2.9467228944748586e-15
efficient,40,33694,boundary,conservative,rhow,mean,2.9481293780670014e-17,3.7864300785951114e-17,2.2562247209423347e-16
efficient,40,33694,boundary,conservative,rhow,value,2.8863953939963245e-17,3.788011569712226e-17,2.4822808739055624e-16
efficient,40,33694,boundary,primitive,p,dx,1.5835269955065898e-15,2.906042354892545e-15,2.0827440830096828e-14
efficient,40,33694,boundary,primitive,p,dy,1.4944693712726678e-15,2.7578848642480582e-15,2.099368195154468e-14
efficient,40,33694,boundary,primitive,p,dz,2.756820361825049e-15,3.9248134017224495e-15,2.296656483426803e-14
efficient,40,33694,boundary,primitive,p,gradient,4.622822352570599e-15,5.608491003043338e-15,2.689703272306159e-14
efficient,40,33694,boundary,primitive,p,value,6.702881633734523e-16,8.388990485441756e-16,3.4878783888858678e-15
efficient,40,33694,boundary,primitive,rho,dx,1.1740607809426086e-15,2.1072277396710558e-15,2.3121627767790087e-14
efficient,40,33694,boundary,primitive,rho,dy,1.3829490072016342e-15,2.739528035071421e-15,2.154128578732927e-14
efficient,40,33694,boundary,primitive,rho,dz,2.358417537070277e-15,3.5370046158580945e-15,2.0220661896188513e-14
efficient,40,33694,boundary,primitive,rho,gradient,3.899886838913333e-15,4.945283030766078e-15,2.6368668180370382e-14
efficient,40,33694,boundary,primitive,rho,value,2.9748868722912204e-16,3.958349045936747e-16,2.048057903825118e-15
efficient,40,33694,boundary,primitive,u,dx,2.752478932038391e-16,4.912129167153161e-16,3.701140109180819e-15
efficient,40,33694,boundary,primitive,u,dy,2.79079487599751e-16,5.222809714276043e-16,3.957304895287148e-15
efficient,40,33694,boundary,primitive,u,dz,4.869042831337914e-16,6.995881970950294e-16,3.97771351887653e-15
efficient,40,33694,boundary,primitive,u,gradient,8.23603150947827e-16,1.0017440731933504e-15,4.908498023631054e-15
efficient,40,33694,boundary,primitive,u,value,6.735686673533453e-17,8.535706130523377e-17,4.0362136376204116e-16
efficient,40,33694,boundary,primitive,v,dx,1.472681948090305e-16,2.552086274816097e-16,2.671142539605433e-15
efficient,40,33694,boundary,primitive,v,dy,1.6912871200019275e-16,3.208564110254735e-16,2.4170011034518575e-15
efficient,40,33694,boundary,primitive,v,dz,2.950303792853464e-16,4.31729746519592e-16,2.3801134538736432e-15
efficient,40,33694,boundary,primitive,v,gradient,4.8479102826457715e-16,5.953745493948041e-16,2.8740595459553197e-15
efficient,40,33694,boundary,primitive,v,value,3.816756152849999e-17,4.887793284022461e-17,2.4539560921493786e-16
efficient,40,33694,boundary,primitive,w,dx,8.452582216152847e-17,1.529299442146433e-16,1.7174773028355583e-15
efficient,40,33694,boundary,primitive,w,dy,9.846587414066606e-17,1.923674741100915e-16,1.8637371817554777e-15
efficient,40,33694,boundary,primitive,w,dz,1.5541206804615973e-16,2.2990683660562067e-16,1.7759676277609871e-15
efficient,40,33694,boundary,primitive,w,gradient,2.681396381854613e-16,3.3652632356324545e-16,2.156267242268347e-15
efficient,40,33694,boundary,primitive,w,value,2.0488762076343834e-17,2.661880885907214e-17,1.9041978280634475e-16
efficient,40,33694,interior,conservative,rho,dx,3.7828848353091327e-16,5.044615413988442e-16,3.966116579037435e-15
efficient,40,33694,interior,conservative,rho,dy,4.0065125531032307e-16,5.46411050295089e-16,4.113876394488264e-15
efficient,40,33694,interior,conservative,rho,dz,4.023768542497558e-16,5.478851602460804e-16,4.143828750052597e-15
efficient,40,33694,interior,conservative,rho,gradient,7.945992804500566e-16,9.23701592210901e-16,4.338030458396224e-15
efficient,40,33694,interior,conservative,rho,mean,4.1782863953915665e-16,5.420744621284298e-16,2.5654391805352006e-15
efficient,40,33694,interior,conservative,rho,value,1.591490589634836e-16,2.075407962015536e-16,1.620448566996835e-15
efficient,40,33694,interior,conservative,rhoE,dx,1.0910556327409605e-15,1.3966724715017668e-15,9.433287348958527e-15
efficient,40,33694,interior,conservative,rhoE,dy,1.0402004595038151e-15,1.3572980515892586e-15,1.0296640927040523e-14
efficient,40,33694,interior,conservative,rhoE,dz,1.2310407992015783e-15,1.5920857332573035e-15,8.886107453164038e-15
efficient,40,33694,interior,conservative,rhoE,gradient,2.256454170714803e-15,2.515489808275975e-15,1.1383811929277774e-14
efficient,40,33694,interior,conservative,rhoE,mean,1.2417270271757055e-15,1.5532686659616813e-15,6.008214759045671e-15
efficient,40,33694,interior,conservative,rhoE,value,1.3093842861096674e-15,1.6610027227482497e-15,6.8573619005363184e-15
efficient,40,33694,interior,conservative,rhou,dx,1.1844964549364674e-16,1.554003140350674e-16,1.2427735164750875e-15
efficient,40,33694,interior,conservative,rhou,dy,1.0948129228467952e-16,1.447390040287258e-16,1.1026954428229076e-15
efficient,40,33694,interior,conservative,rhou,dz,1.2284384247262913e-16,1.6081528416080336e-16,9.932884321908059e-16
efficient,40,33694,interior,conservative,rhou,gradient,2.370004043979931e-16,2.663835439908873e-16,1.4617088453864054e-15
efficient,40,33694,interior,conservative,rhou,mean,1.3071975726881773e-16,1.6396179123184873e-16,7.013703853808728e-16
efficient,40,33694,interior,conservative,rhou,value,5.644286345601511e-17,7.093101567664383e-17,3.828317871046316e-16
efficient,40,33694,interior,conservative,rhov,dx,6.1076843719445e-17,7.931477183136646e-17,5.975959320897754e-16
efficient,40,33694,interior,conservative,rhov,dy,6.428788923149283e-17,8.206519211459383e-17,5.279590241553944e-16
efficient,40,33694,interior,conservative,rhov,dz,6.755059477344407e-17,8.695584524706329e-17,5.29443025878984e-16
efficient,40,33694,interior,conservative,rhov,gradient,1.2937616069743976e-16,1.4348117580399922e-16,6.321509499593906e-16
efficient,40,33694,interior,conservative,rhov,mean,6.425424119719328e-17,8.030384514087297e-17,3.0547396209779087e-16
efficient,40,33694,interior,conservative,rhov,value,2.8959200823057344e-17,3.641827010480052e-17,1.894643296418419e-16
efficient,40,33694,interior,conservative,rhow,dx,3.786097771591985e-17,4.959724281783321e-17,5.075230837534635e-16
efficient,40,33694,interior,conservative,rhow,dy,4.33434072055337e-17,6.00218903984252e-17,6.59270730319966e-16
efficient,40,33694,interior,conservative,rhow,dz,3.996968950212856e-17,5.209333309257349e-17,3.477917281426157e-16
efficient,40,33694,interior,conservative,rhow,gradient,8.176489483447148e-17,9.368153059608648e-17,6.615487263776879e-16
efficient,40,33694,interior,conservative,rhow,mean,3.258301505466372e-17,4.0802615898774204e-17,2.010652928874368e-16
efficient,40,33694,interior,conservative,rhow,value,1.501117295890347e-17,1.90587503918436e-17,1.5941837693683736e-16
efficient,40,33694,interior,primitive,p,dx,4.3718456988945894e-16,5.595783521755068e-16,3.760113084067505e-15
efficient,40,33694,interior,primitive,p,dy,4.1697550731623997e-16,5.443009932705276e-16,4.113180133405621e-15
efficient,40,33694,interior,primitive,p,dz,4.927697093300716e-16,6.376761289429475e-16,3.578714202149419e-15
efficient,40,33694,interior,primitive,p,gradient,9.040681531149262e-16,1.007979339531521e-15,4.525975012117837e-15
efficient,40,33694,interior,primitive,p,value,5.353418937571065e-16,6.779161937593814e-16,2.8376823460463108e-15
efficient,40,33694,interior,primitive,rho,dx,3.7828848353091327e-16,5.044615413988442e-16,3.966116579037435e-15
efficient,40,33694,interior,primitive,rho,dy,4.0065125531032307e-16,5.46411050295089e-16,4.113876394488264e-15
efficient,40,33694,interior,primitive,rho,dz,4.023768542497558e-16,5.478851602460804e-16,4.143828750052597e-15
efficient,40,33694,interior,primitive,rho,gradient,7.945992804500566e-16,9.23701592210901e-16,4.338030458396224e-15
efficient,40,33694,interior,primitive,rho,value,1.591490589634836e-16,2.075407962015536e-16,1.620448566996835e-15
efficient,40,33694,interior,primitive,u,dx,8.235673144183275e-17,1.0739659160311904e-16,7.463427526823926e-16
efficient,40,33694,interior,primitive,u,dy,8.226586066725187e-17,1.0851086468177286e-16,8.403172465319946e-16
efficient,40,33694,interior,primitive,u,dz,8.482952371420413e-17,1.1152168518428812e-16,7.764367745071539e-16
efficient,40,33694,interior,primitive,u,gradient,1.6814951074941497e-16,1.8906539056182812e-16,8.981373632626588e-16
efficient,40,33694,interior,primitive,u,value,3.800308980491622e-17,4.802840247914457e-17,3.4222841574504947e-16
efficient,40,33694,interior,primitive,v,dx,4.779142425237359e-17,6.160187136260061e-17,3.512764216876199e-16
efficient,40,33694,interior,primitive,v,dy,5.02680321992922e-17,6.577498458168298e-17,4.676422314978893e-16
efficient,40,33694,interior,primitive,v,dz,5.1685548332912373e-17,6.795868498977283e-17,4.741859845319024e-16
efficient,40,33694,interior,primitive,v,gradient,1.00645660142632e-16,1.1286949108432355e-16,5.491975170260761e-16
efficient,40,33694,interior,primitive,v,value,2.1802659794888975e-17,2.765778530136941e-17,1.772535026742239e-16
efficient,40,33694,interior,primitive,w,dx,2.640190978175315e-17,3.428669187838439e-17,2.5511552404291777e-16
efficient,40,33694,interior,primitive,w,dy,2.874711722043066e-17,3.835704713619906e-17,3.3286086662312735e-16
efficient,40,33694,interior,primitive,w,dz,2.8328415472617333e-17,3.7201876994745265e-17,2.3215309611756413e-16
